face_id,i,j,k
4030,1256,2128,1589
4031,1116,1747,1554
4032,1747,1116,815
4033,1547,1116,1554
4034,124,1116,1547
4035,815,1116,441
4036,1116,124,441
4037,1317,1486,179
4038,1486,265,323
4039,373,1486,323
4040,179,1486,373
4041,1650,1317,179
4042,1650,179,583
4043,1610,1650,583
4044,1317,1650,471
4045,1650,498,471
4046,1650,1610,498
4047,1149,1317,471
4048,1149,471,473
4049,1209,1149,473
4050,1149,1209,1579
4051,670,2192,1896
4052,1896,2192,407
4053,98,2192,1490
4054,2192,670,1490
4055,2192,28,407
4056,28,2192,98
4057,339,560,1711
4058,2206,339,1711
4059,28,766,2164
4060,780,766,1482
4061,2164,766,780
4062,766,28,98
4063,766,458,1482
4064,766,98,458
4065,1448,736,920
4066,1946,1448,920
4067,1623,1946,1241
4068,1946,161,1241
4069,161,1946,920
4070,1012,1623,2157
4071,1012,2157,450
4072,1012,1946,1623
4073,1946,1012,1448
4074,2160,1012,450
4075,1448,1012,2160
4076,2076,2152,1057
4077,1252,848,1678
4078,1252,1448,2160
4079,736,1252,1678
4080,1252,736,1448
4081,832,333,1
4082,998,832,1
4083,756,998,1025
4084,1891,1941,681
4085,560,1941,1891
4086,8,32,357
4087,756,8,998
4088,380,514,856
4089,32,514,357
4090,644,380,672
4091,1050,1280,672
4092,1050,712,267
4093,1050,267,95
4094,1280,1050,95
4095,1168,240,307
4096,240,2177,307
4097,240,1280,2177
4098,644,240,1168
4099,1280,240,672
4100,240,644,672
4101,114,1684,267
4102,114,407,1776
4103,1789,114,1776
4104,1684,114,1789
4105,339,2058,856
4106,2058,339,2206
4107,606,1896,407
4108,114,606,407
4109,712,606,267
4110,606,114,267
4111,2173,1321,3
4112,3,1321,1342
4113,1321,764,1342
4114,764,1321,1503
4115,780,615,1045
4116,1528,615,780
4117,615,1528,921
4118,1990,2173,156
4119,1201,1447,1503
4120,1964,54,1439
4121,1964,1439,895
4122,2109,1964,895
4123,1964,1201,54
4124,1964,2109,1447
4125,1201,1964,1447
4126,2191,1996,1526
4127,12,401,1008
4128,12,2199,383
4129,2199,12,1008
4130,778,1800,1785
4131,1800,493,1785
4132,493,1800,383
4133,1800,12,383
4134,1996,933,1155
4135,933,1126,1155
4136,2191,933,1996
4137,933,2191,2169
4138,933,1194,1126
4139,933,2169,1194
4140,223,281,1430
4141,161,281,1241
4142,1241,281,1816
4143,281,223,1816
4144,1457,1324,175
4145,1324,1162,175
4146,1324,1457,1177
4147,223,1324,1177
4148,1324,223,1430
4149,1162,1324,1430
4150,1545,833,1614
4151,1614,833,798
4152,833,1831,798
4153,1809,1963,558
4154,1809,558,2014
4155,814,1809,2014
4156,2061,1809,814
4157,280,613,1070
4158,1809,613,1963
4159,1070,613,2061
4160,613,1809,2061
4161,732,2053,1423
4162,732,280,2053
4163,1099,732,1423
4164,1963,732,1099
4165,613,732,1963
4166,732,613,280
4167,641,3,1342
4168,2172,641,1342
4169,667,641,2114
4170,641,2172,2114
4171,876,1715,1049
4172,1715,1303,1049
4173,1674,1715,468
4174,1715,876,468
4175,1715,1674,2181
4176,1303,1715,2181
4177,102,153,1277
4178,153,1153,165
4179,1277,153,165
4180,153,102,1083
4181,1794,153,1083
4182,153,1794,1153
4183,1376,694,2110
4184,2110,694,1083
4185,694,1794,1083
4186,1692,1352,1322
4187,1352,1692,1233
4188,75,1692,620
4189,1692,75,1233
4190,1658,27,385
4191,27,1658,1322
4192,1658,385,554
4193,272,1658,554
4194,1701,1698,894
4195,2123,1701,894
4196,1771,1701,1786
4197,1701,1771,1698
4198,1786,1701,1411
4199,1701,2123,1411
4200,600,100,708
4201,100,156,708
4202,156,100,308
4203,100,715,308
4204,715,605,1347
4205,605,600,1589
4206,100,605,715
4207,605,100,600
4208,577,1256,1589
4209,600,577,1589
4210,577,667,960
4211,1256,577,960
4212,1593,181,776
4213,776,181,960
4214,181,1256,960
4215,2128,1640,1589
4216,605,1640,1347
4217,1640,605,1589
4218,329,1486,1317
4219,1149,329,1317
4220,265,329,1995
4221,1486,329,265
4222,329,1579,1995
4223,329,1149,1579
4224,339,1878,560
4225,1878,1941,560
4226,1941,1878,32
4227,1878,514,32
4228,1878,339,856
4229,514,1878,856
4230,2178,891,2
4231,1250,2076,1057
4232,1178,1250,1057
4233,1250,1178,466
4234,1250,891,2076
4235,1250,466,2
4236,891,1250,2
4237,1577,2168,920
4238,736,1577,920
4239,435,736,1678
4240,2152,435,1678
4241,2076,435,2152
4242,435,1577,736
4243,1869,1252,2160
4244,1252,1869,848
4245,1869,2160,1274
4246,848,1869,458
4247,1366,1869,1274
4248,1869,1366,458
4249,196,832,998
4250,196,8,357
4251,8,196,998
4252,1978,756,1025
4253,1978,138,681
4254,1978,1025,1971
4255,138,1978,1971
4256,345,8,756
4257,1941,345,681
4258,345,1941,32
4259,8,345,32
4260,345,1978,681
4261,1978,345,756
4262,514,1854,357
4263,1854,514,380
4264,644,1854,380
4265,218,1050,672
4266,1050,218,712
4267,380,218,672
4268,218,2058,712
4269,218,380,856
4270,2058,218,856
4271,2058,1082,712
4272,606,1082,1896
4273,1082,606,712
4274,1082,2058,2206
4275,1896,1082,1587
4276,1082,2206,1587
4277,967,2155,1045
4278,615,967,1045
4279,1918,967,308
4280,2155,967,1918
4281,341,1201,1503
4282,1990,341,2173
4283,1321,341,1503
4284,341,1321,2173
4285,54,1282,1573
4286,1201,1282,54
4287,1282,921,1573
4288,1282,1990,921
4289,1282,341,1990
4290,341,1282,1201
4291,154,2191,1526
4292,1011,154,1526
4293,401,154,1011
4294,2169,975,758
4295,2191,975,2169
4296,975,778,758
4297,154,975,2191
4298,1430,1916,2008
4299,281,1916,1430
4300,2008,1916,1740
4301,1916,2168,1740
4302,1916,161,2168
4303,1916,281,161
4304,833,806,1831
4305,1263,806,989
4306,806,1263,1689
4307,1831,806,1689
4308,886,1545,569
4309,886,833,1545
4310,886,569,733
4311,989,886,733
4312,806,886,989
4313,886,806,833
4314,830,694,1376
4315,830,1450,1674
4316,1450,830,2190
4317,830,1376,2190
4318,694,630,1794
4319,630,468,1723
4320,1794,630,1723
4321,830,630,694
4322,630,1674,468
4323,630,830,1674
4324,553,1692,1322
4325,553,1640,2128
4326,553,2128,620
4327,1692,553,620
4328,62,577,600
4329,62,600,708
4330,62,641,667
4331,577,62,667
4332,3,62,708
4333,641,62,3
4334,747,181,1593
4335,747,1593,971
4336,2085,747,971
4337,747,2085,1866
4338,1887,1866,620
4339,2128,1887,620
4340,1887,747,1866
4341,747,1887,181
4342,1887,2128,1256
4343,181,1887,1256
4344,1658,1398,1322
4345,1398,553,1322
4346,553,1398,1640
4347,1398,1658,272
4348,1398,272,1347
4349,1640,1398,1347
4350,210,891,2178
4351,1697,210,524
4352,210,2178,524
4353,891,1596,2076
4354,1596,435,2076
4355,435,1596,1577
4356,210,1596,891
4357,196,236,832
4358,236,650,333
4359,832,236,333
4360,950,1854,644
4361,650,950,1478
4362,950,1168,1478
4363,950,644,1168
4364,1662,615,921
4365,1662,967,615
4366,1990,1662,921
4367,1662,1990,156
4368,1662,156,308
4369,967,1662,308
4370,975,805,778
4371,805,975,154
4372,805,1800,778
4373,1800,805,12
4374,12,805,401
4375,805,154,401
4376,828,1596,210
4377,2168,828,1740
4378,1577,828,2168
4379,1596,828,1577
4380,828,1697,1740
4381,828,210,1697
4382,950,1706,1854
4383,1854,1706,357
4384,236,1706,650
4385,1706,950,650
4386,1706,196,357
4387,1706,236,196
