face_id,i,j,k
2719,1957,660,572
2720,660,1957,924
2721,317,660,54
2722,660,2105,54
2723,2105,660,924
2724,2174,2034,2125
2725,2034,1389,2125
2726,2034,1304,1389
2727,1598,815,377
2728,1747,815,1598
2729,815,1747,1304
2730,2034,815,1304
2731,1347,1451,1524
2732,1524,1451,1561
2733,620,889,1937
2734,889,620,1524
2735,2056,620,1937
2736,1524,620,42
2737,620,1963,42
2738,1963,620,2056
2739,496,2019,128
2740,1451,2019,1561
2741,128,2019,735
2742,2019,1451,735
2743,1857,1749,1763
2744,1749,1857,44
2745,1449,1749,44
2746,1178,433,1114
2747,876,1892,1880
2748,433,876,1880
2749,876,1178,1630
2750,1178,876,433
2751,1418,657,1170
2752,1418,1170,1183
2753,1740,1418,1183
2754,1371,1508,1504
2755,850,1508,1181
2756,1508,850,1622
2757,1504,1508,1622
2758,1318,996,494
2759,996,1508,1371
2760,996,1318,1181
2761,1508,996,1181
2762,1687,1504,1379
2763,1687,1371,1504
2764,657,361,124
2765,361,1076,124
2766,1076,361,1379
2767,1418,361,657
2768,81,1677,616
2769,1677,81,1220
2770,1220,81,289
2771,81,1802,289
2772,1055,784,2026
2773,1578,769,1533
2774,964,1578,2193
2775,238,964,2193
2776,964,238,74
2777,957,330,942
2778,1397,330,1986
2779,330,957,1986
2780,1110,2194,1741
2781,1110,40,2194
2782,337,123,752
2783,773,337,752
2784,843,559,643
2785,123,843,643
2786,843,337,392
2787,337,843,123
2788,1455,1804,1299
2789,1804,1455,643
2790,559,1804,643
2791,142,1804,559
2792,180,1277,939
2793,2194,180,1741
2794,1011,939,2009
2795,1212,1011,2009
2796,1011,180,939
2797,180,1011,1741
2798,1011,91,1741
2799,1011,1212,91
2800,379,2069,300
2801,379,1455,1299
2802,1455,379,1892
2803,379,300,1892
2804,108,1075,153
2805,1452,1671,1079
2806,400,1094,1552
2807,1007,917,1624
2808,917,1007,785
2809,319,814,1715
2810,1667,319,1715
2811,1115,946,1942
2812,946,1115,2055
2813,946,413,1942
2814,413,946,1803
2815,946,841,1803
2816,841,946,2055
2817,68,655,1812
2818,68,233,655
2819,565,68,1746
2820,68,565,233
2821,1421,1020,2014
2822,1512,1020,1880
2823,1020,1512,2014
2824,1020,433,1880
2825,433,1020,305
2826,1020,1421,305
2827,1255,117,736
2828,302,1255,1595
2829,1049,302,758
2830,302,1595,758
2831,1790,803,538
2832,803,1790,640
2833,1790,2021,640
2834,1790,1558,2021
2835,343,2083,898
2836,2083,1619,898
2837,2083,127,1619
2838,127,2083,993
2839,800,1271,1319
2840,1271,1354,1319
2841,1271,343,1354
2842,1271,2083,343
2843,1271,800,993
2844,2083,1271,993
2845,127,716,1836
2846,716,130,1836
2847,716,2060,130
2848,2060,716,1735
2849,213,2060,1735
2850,1558,1192,1452
2851,1192,1790,538
2852,1790,1192,1558
2853,1024,1162,1621
2854,1162,1024,1045
2855,166,2190,1735
2856,716,166,1735
2857,166,716,127
2858,166,127,993
2859,1116,1555,627
2860,2190,1116,627
2861,1162,1116,1621
2862,1116,1162,1555
2863,1441,822,2178
2864,1441,1658,822
2865,1658,1441,2173
2866,1441,928,2173
2867,160,1351,18
2868,160,1024,1678
2869,160,18,1045
2870,1024,160,1045
2871,800,895,1621
2872,895,1024,1621
2873,895,800,1319
2874,1024,895,1678
2875,888,238,2193
2876,1774,888,2193
2877,1637,1191,1071
2878,1191,1055,2026
2879,1787,1191,2026
2880,1191,1787,1071
2881,893,1637,819
2882,380,1422,185
2883,1746,380,185
2884,1444,380,819
2885,1422,380,1444
2886,629,1787,2026
2887,1787,629,1453
2888,629,168,1453
2889,168,629,1268
2890,1136,168,153
2891,168,1268,153
2892,1465,356,1097
2893,1465,1444,1071
2894,1422,1465,1097
2895,1465,1422,1444
2896,18,1147,1045
2897,356,1147,18
2898,1982,1147,356
2899,1147,1982,1459
2900,1320,642,1540
2901,642,1320,1254
2902,1320,1163,1254
2903,1314,228,1417
2904,1163,228,1314
2905,1320,228,1163
2906,228,295,1417
2907,1966,959,1148
2908,2011,1966,1148
2909,656,1591,767
2910,1591,1966,767
2911,1966,1591,959
2912,959,1591,2163
2913,1591,141,2163
2914,141,1591,656
2915,727,2011,1732
2916,1966,727,767
2917,727,1966,2011
2918,1849,71,420
2919,1849,656,767
2920,1849,2038,656
2921,2038,1849,420
2922,1685,727,1732
2923,1614,71,737
2924,1614,737,1000
2925,922,1614,1000
2926,481,1614,922
2927,71,1614,420
2928,1614,481,420
2929,820,1685,1732
2930,1685,820,214
2931,725,446,1562
2932,446,2143,2081
2933,446,725,1663
2934,2143,446,1663
2935,1992,1545,1197
2936,396,1100,2082
2937,664,1100,1403
2938,664,1777,2158
2939,1777,664,1403
2940,28,664,2158
2941,664,28,2082
2942,1100,664,2082
2943,478,409,1073
2944,1118,478,1073
2945,478,1118,846
2946,382,478,846
2947,336,382,1474
2948,336,478,382
2949,478,336,409
2950,184,1307,1474
2951,382,184,1474
2952,1641,1265,1953
2953,1265,1862,2151
2954,1265,461,1953
2955,461,1265,2151
2956,1006,1439,1948
2957,1948,1439,919
2958,1439,725,919
2959,1439,1243,725
2960,1243,1439,2151
2961,1439,1006,2151
2962,1565,1564,1197
2963,1545,1565,1197
2964,461,469,1953
2965,469,1565,1953
2966,1565,469,1564
2967,469,461,2148
2968,1999,469,2148
2969,1564,469,1999
2970,1131,341,1307
2971,1131,1564,341
2972,1564,1131,1197
2973,514,1522,972
2974,1819,1522,514
2975,1752,1522,1819
2976,1522,1752,206
2977,506,2191,393
2978,506,206,2191
2979,1230,506,393
2980,1943,1407,1789
2981,1407,294,1062
2982,294,1407,442
2983,1407,1943,442
2984,411,1099,1447
2985,1099,650,1038
2986,650,1099,411
2987,543,1138,1821
2988,1138,88,1821
2989,88,1138,1062
2990,1138,1407,1062
2991,1138,543,1789
2992,1407,1138,1789
2993,88,2068,1854
2994,2068,806,1854
2995,608,2068,1062
2996,2068,88,1062
2997,780,1209,443
2998,88,2153,1821
2999,2153,88,1854
3000,285,2153,1854
3001,36,2017,1996
3002,36,806,2017
3003,1186,831,2
3004,823,1186,2
3005,1186,823,345
3006,645,345,242
3007,645,1695,947
3008,1695,645,242
3009,1775,749,992
3010,749,15,992
3011,15,39,369
3012,1872,39,1944
3013,1974,816,654
3014,1973,1974,282
3015,1974,1902,282
3016,1974,654,1902
3017,1991,2114,731
3018,175,1991,731
3019,1654,1991,175
3020,1991,1654,1577
3021,1239,1577,992
3022,201,1239,992
3023,1239,201,242
3024,823,1239,242
3025,599,203,1380
3026,2124,1248,1884
3027,1248,2124,1573
3028,575,1248,1573
3029,1248,575,954
3030,337,1773,392
3031,1773,337,773
3032,1630,2162,752
3033,1178,2162,1630
3034,2143,1047,2081
3035,1241,1047,1164
3036,1047,1241,2081
3037,1047,2143,663
3038,522,1847,369
3039,39,522,369
3040,522,1872,851
3041,522,39,1872
3042,1270,246,665
3043,1042,1270,665
3044,1270,1042,99
3045,639,1153,947
3046,246,1153,639
3047,1153,246,321
3048,416,1767,120
3049,465,1767,2156
3050,1669,2187,99
3051,2187,1669,197
3052,1570,1074,2195
3053,1570,2195,1164
3054,1047,1570,1164
3055,1570,1047,663
3056,1958,1078,1887
3057,1887,1078,560
3058,475,1078,316
3059,1078,1958,316
3060,1701,1078,475
3061,1078,1701,560
3062,580,1675,1433
3063,1675,1388,1433
3064,324,280,1753
3065,280,1497,1753
3066,280,485,1346
3067,280,324,485
3068,1440,1830,2073
3069,324,1830,1440
3070,1830,324,1753
3071,684,1830,1753
3072,710,1959,1530
3073,1497,1959,710
3074,1959,1497,1161
3075,1959,1038,1530
3076,1959,1703,1038
3077,1703,1959,1161
3078,881,684,710
3079,881,1960,780
3080,804,881,780
3081,684,881,804
3082,1960,881,1530
3083,881,710,1530
3084,1713,1437,1008
3085,1713,1204,1703
3086,1713,1703,1161
3087,1437,1713,1161
3088,1713,1008,1617
3089,1204,1713,1617
3090,1755,1817,584
3091,1817,1755,910
3092,1817,1617,584
3093,1817,1204,1617
3094,164,1158,1579
3095,131,164,1289
3096,164,131,296
3097,1158,164,296
3098,164,1825,1289
3099,164,1579,1825
3100,870,1225,949
3101,1225,938,139
3102,949,1225,139
3103,938,1225,2002
3104,1225,974,2002
3105,1225,870,974
3106,1869,2024,298
3107,298,2024,1360
3108,2024,632,1360
3109,574,1414,1482
3110,574,271,1414
3111,1975,422,1482
3112,422,574,1482
3113,574,422,498
3114,880,1273,2181
3115,1273,880,632
3116,756,70,247
3117,70,756,2101
3118,2101,756,60
3119,1298,756,247
3120,756,699,60
3121,756,1298,699
3122,1934,995,421
3123,1934,421,1378
3124,1934,1977,1435
3125,995,1934,1435
3126,1934,1833,1977
3127,1934,1378,1833
3128,1472,72,611
3129,72,995,611
3130,72,1472,247
3131,995,72,421
3132,72,247,10
3133,421,72,10
3134,1446,1126,224
3135,1446,1019,692
3136,1019,1446,1929
3137,1446,224,1929
3138,1306,509,988
3139,1126,1306,988
3140,509,1306,1460
3141,1446,1306,1126
3142,1306,692,1460
3143,1306,1446,692
3144,828,23,879
3145,23,828,1381
3146,23,609,879
3147,23,226,609
3148,1285,1381,304
3149,226,1285,47
3150,1285,23,1381
3151,23,1285,226
3152,1285,573,47
3153,573,1285,304
3154,1374,1888,869
3155,1374,838,1888
3156,838,1374,210
3157,1865,586,718
3158,1865,536,489
3159,586,1865,489
3160,133,793,445
3161,1901,662,1511
3162,1901,230,662
3163,1035,1901,1511
3164,2047,1720,2028
3165,1720,2047,571
3166,1707,1720,571
3167,167,1707,1838
3168,230,167,1838
3169,167,1720,1707
3170,1485,772,1632
3171,562,772,1485
3172,772,438,1632
3173,1697,1031,1649
3174,1031,562,1649
3175,790,2089,1035
3176,239,2137,138
3177,404,1968,64
3178,404,790,1970
3179,376,1059,2184
3180,1309,376,2184
3181,376,2172,2150
3182,1059,376,2150
3183,667,612,680
3184,612,1059,680
3185,612,667,1228
3186,1852,612,1228
3187,1059,612,2184
3188,612,1852,2184
3189,1751,390,457
3190,1309,390,1751
3191,1852,390,2184
3192,390,1309,2184
3193,250,1246,1640
3194,250,1852,1246
3195,250,390,1852
3196,390,250,457
3197,470,1309,1322
3198,2172,470,102
3199,376,470,2172
3200,470,376,1309
3201,1385,262,1065
3202,262,1385,239
3203,2029,1385,1065
3204,1257,1385,2029
3205,470,1404,102
3206,1404,470,1322
3207,771,1705,1286
3208,1933,1142,41
3209,1733,1933,2063
3210,1933,41,2063
3211,1933,1733,1004
3212,1142,1072,943
3213,111,1072,529
3214,1072,111,943
3215,1834,1840,29
3216,342,1840,1834
3217,29,1840,859
3218,1840,342,548
3219,1840,292,859
3220,292,1840,548
3221,1327,311,38
3222,143,1211,548
3223,342,143,548
3224,143,342,402
3225,311,143,402
3226,1393,601,859
3227,2171,601,1393
3228,777,687,1004
3229,687,1933,1004
3230,1933,687,1142
3231,1888,1893,418
3232,838,1893,1888
3233,1893,1988,200
3234,1988,1893,838
3235,332,751,152
3236,751,291,152
3237,751,332,1486
3238,512,751,1486
3239,260,2033,1053
3240,260,1053,567
3241,517,260,567
3242,260,517,49
3243,349,2132,633
3244,1211,349,633
3245,1022,95,1483
3246,1022,1855,95
3247,829,49,1922
3248,829,344,1911
3249,1639,1044,1898
3250,1855,1639,1898
3251,1085,1252,1915
3252,134,1085,1915
3253,2095,1039,1605
3254,1334,2095,1605
3255,333,2095,1334
3256,1252,2095,333
3257,1542,1039,778
3258,1542,976,1605
3259,1039,1542,1605
3260,999,1419,1549
3261,1419,999,1507
3262,1419,1551,1549
3263,1419,929,1551
3264,1736,497,189
3265,1772,497,1736
3266,2010,998,1500
3267,998,1123,1500
3268,998,2010,189
3269,497,998,189
3270,1698,999,1549
3271,1068,511,1157
3272,511,1068,1002
3273,427,511,1002
3274,217,511,427
3275,2092,634,476
3276,634,2092,217
3277,634,1698,476
3278,1698,634,999
3279,2072,2164,1507
3280,999,2072,1507
3281,634,2072,999
3282,2072,634,217
3283,2072,217,427
3284,2164,2072,427
3285,331,837,27
3286,837,866,27
3287,866,837,2070
3288,837,331,1420
3289,314,837,1420
3290,2070,837,314
3291,1539,11,662
3292,1539,1017,11
3293,453,1539,662
3294,1017,1539,1807
3295,1539,1660,1807
3296,1539,453,1660
3297,1941,2034,2174
3298,1941,815,2034
3299,1476,1941,2174
3300,1941,1476,994
3301,1941,994,377
3302,815,1941,377
3303,827,989,313
3304,989,827,1337
3305,1810,917,785
3306,17,1810,785
3307,935,1810,17
3308,917,1810,42
3309,1810,1347,42
3310,1810,935,1347
3311,2019,2128,1561
3312,2128,2019,496
3313,1561,2128,54
3314,2128,317,54
3315,317,2128,1882
3316,2128,496,1882
3317,312,1069,736
3318,1274,1449,1595
3319,1069,1274,736
3320,1255,1274,1595
3321,1274,1255,736
3322,631,1749,1449
3323,1274,631,1449
3324,631,1274,1069
3325,876,1013,1892
3326,1455,1013,643
3327,1013,1455,1892
3328,1013,876,1630
3329,1013,123,643
3330,123,1013,1630
3331,996,1481,494
3332,1481,996,1371
3333,1023,1797,1684
3334,1023,1684,494
3335,1481,1023,494
3336,1023,1481,985
3337,202,361,1418
3338,202,1418,1740
3339,202,1687,1379
3340,361,202,1379
3341,1956,769,954
3342,186,769,1578
3343,769,186,954
3344,1248,186,1884
3345,186,1248,954
3346,1691,784,1055
3347,1761,1691,1055
3348,1691,1956,784
3349,1956,1691,769
3350,1691,1761,1533
3351,769,1691,1533
3352,2088,964,74
3353,534,2088,74
3354,1802,2088,534
3355,330,1993,942
3356,40,1993,2194
3357,1110,1313,1299
3358,1313,379,1299
3359,379,1313,2069
3360,2069,1313,91
3361,91,1313,1741
3362,1313,1110,1741
3363,1412,1293,289
3364,1293,1412,942
3365,1993,1293,942
3366,1293,1993,40
3367,1369,1110,1299
3368,1369,40,1110
3369,1804,1369,1299
3370,1369,1804,142
3371,559,34,1342
3372,843,34,559
3373,1342,34,1311
3374,34,1642,1311
3375,1642,34,392
3376,34,843,392
3377,180,516,1277
3378,1277,516,1397
3379,516,330,1397
3380,516,180,2194
3381,1993,516,2194
3382,516,1993,330
3383,686,822,626
3384,822,686,1364
3385,1786,1136,153
3386,1075,1786,153
3387,1786,686,626
3388,686,1786,1075
3389,759,1075,108
3390,1331,759,108
3391,1671,561,1079
3392,561,2082,1079
3393,561,396,2082
3394,396,561,1094
3395,928,1025,2173
3396,1801,400,1552
3397,1801,556,1992
3398,209,97,1624
3399,97,1007,1624
3400,1007,97,319
3401,97,814,319
3402,1149,1007,319
3403,1667,1149,319
3404,785,1149,1812
3405,1007,1149,785
3406,814,2127,1715
3407,348,1667,1715
3408,348,893,819
3409,117,2096,736
3410,2096,312,736
3411,312,2096,875
3412,2096,117,1380
3413,117,119,1380
3414,119,599,1380
3415,599,119,322
3416,203,1195,1380
3417,1195,2096,1380
3418,1195,1226,875
3419,2096,1195,875
3420,1005,1226,321
3421,2060,1199,1463
3422,213,1199,2060
3423,220,1162,1045
3424,220,1147,1459
3425,1147,220,1045
3426,1162,220,1555
3427,1555,2027,627
3428,1889,220,1459
3429,220,1889,1555
3430,1889,2027,1555
3431,2027,1889,1839
3432,166,219,2190
3433,219,1116,2190
3434,219,166,993
3435,1116,219,1621
3436,219,800,1621
3437,800,219,993
3438,971,888,229
3439,971,1797,726
3440,238,971,726
3441,888,971,238
3442,971,229,1728
3443,1797,971,1728
3444,1399,1774,1690
3445,1399,888,1774
3446,888,1399,229
3447,1399,2127,229
3448,1686,1191,1637
3449,893,1686,1637
3450,1686,1761,1055
3451,1191,1686,1055
3452,1761,1686,1690
3453,1686,893,1690
3454,629,1890,1268
3455,784,1890,2026
3456,1890,629,2026
3457,168,624,1453
3458,1982,624,1459
3459,624,1982,1453
3460,624,168,1136
3461,1310,1331,7
3462,1310,759,1331
3463,1465,1315,356
3464,1315,1982,356
3465,1787,1315,1071
3466,1315,1465,1071
3467,1315,1787,1453
3468,1982,1315,1453
3469,1808,1320,1540
3470,1808,228,1320
3471,228,1808,295
3472,295,1808,1229
3473,1808,1846,1229
3474,1846,1808,1540
3475,1685,937,727
3476,1849,937,71
3477,727,937,767
3478,937,1849,767
3479,820,2160,1562
3480,2160,163,919
3481,1562,2160,919
3482,163,2160,1919
3483,1919,2160,1732
3484,2160,820,1732
3485,1580,820,1562
3486,446,1580,1562
3487,1580,890,214
3488,820,1580,214
3489,890,1580,2081
3490,1580,446,2081
3491,1478,2180,663
3492,1074,603,701
3493,603,416,120
3494,774,1471,1516
3495,928,1316,1552
3496,1316,1801,1552
3497,1801,1316,556
3498,556,1316,2178
3499,1316,1441,2178
3500,1441,1316,928
3501,556,894,1992
3502,1545,894,1427
3503,894,1545,1992
3504,894,1965,1427
3505,396,1593,1100
3506,1100,1593,1433
3507,1593,580,1433
3508,400,504,1094
3509,504,396,1094
3510,504,1593,396
3511,274,336,1474
3512,176,274,1999
3513,341,274,1474
3514,274,341,1999
3515,1846,1227,176
3516,1227,274,176
3517,274,1227,336
3518,1227,1846,1540
3519,409,1227,1540
3520,336,1227,409
3521,59,2133,1427
3522,1965,59,1427
3523,403,2133,1641
3524,403,1641,1953
3525,403,1545,1427
3526,2133,403,1427
3527,1565,403,1953
3528,403,1565,1545
3529,1131,482,1197
3530,1801,482,400
3531,482,1992,1197
3532,482,1801,1992
3533,972,2094,306
3534,1522,2094,972
3535,2094,1522,206
3536,506,2094,206
3537,1447,1670,1734
3538,1099,1670,1447
3539,806,1800,2017
3540,2068,1800,806
3541,1800,557,2017
3542,1800,2068,608
3543,1800,1964,557
3544,1800,608,1964
3545,1209,630,443
3546,630,887,443
3547,887,630,2120
3548,85,2153,285
3549,1960,85,780
3550,85,1209,780
3551,1209,85,285
3552,1466,645,947
3553,1153,1466,947
3554,816,1016,1775
3555,1016,749,1775
3556,1016,1974,1973
3557,1974,1016,816
3558,674,1887,1944
3559,674,140,1971
3560,1887,674,1971
3561,749,357,15
3562,39,357,1944
3563,357,39,15
3564,357,674,1944
3565,1239,158,1577
3566,158,1991,1577
3567,1991,158,2114
3568,2114,158,2
3569,158,823,2
3570,158,1239,823
3571,1875,322,2025
3572,1875,2025,831
3573,1186,1875,831
3574,1336,1623,1387
3575,2166,1310,7
3576,1310,2166,354
3577,554,1642,392
3578,1773,554,392
3579,391,197,1501
3580,2187,391,20
3581,391,2187,197
3582,932,1178,1114
3583,932,2162,1178
3584,387,522,851
3585,522,387,1847
3586,222,387,851
3587,1847,387,639
3588,639,387,665
3589,387,222,665
3590,1042,276,99
3591,276,1669,99
3592,1669,276,120
3593,276,1042,701
3594,276,603,120
3595,603,276,701
3596,1767,35,2156
3597,35,1767,416
3598,2180,35,416
3599,1669,1778,197
3600,1778,1669,120
3601,1767,1778,120
3602,465,1778,1767
3603,1001,1270,99
3604,2187,1001,99
3605,1001,2187,20
3606,410,1001,20
3607,1651,1675,580
3608,1651,184,382
3609,184,1651,580
3610,1651,382,846
3611,125,846,696
3612,125,1651,846
3613,1651,125,1675
3614,862,280,1346
3615,280,862,1497
3616,600,862,1346
3617,1437,862,600
3618,1497,862,1161
3619,862,1437,1161
3620,1776,684,804
3621,1776,1830,684
3622,1615,1776,804
3623,1830,1776,2073
3624,1776,148,2073
3625,1776,1615,148
3626,263,574,498
3627,574,263,271
3628,263,1869,271
3629,263,2024,1869
3630,53,1975,1824
3631,53,422,1975
3632,1375,916,92
3633,916,1375,2181
3634,1273,916,2181
3635,961,1374,869
3636,1146,1865,718
3637,1146,718,384
3638,1146,384,676
3639,210,1146,676
3640,1374,965,210
3641,965,1146,210
3642,1146,965,1865
3643,1865,965,536
3644,965,961,536
3645,961,965,1374
3646,2028,761,1467
3647,761,133,445
3648,1697,761,445
3649,761,1697,1467
3650,2188,1901,1035
3651,133,2188,793
3652,2188,2089,793
3653,2089,2188,1035
3654,1901,873,230
3655,873,167,230
3656,873,2188,133
3657,2188,873,1901
3658,1720,1521,2028
3659,167,1521,1720
3660,873,1521,167
3661,1521,761,2028
3662,761,1521,133
3663,1521,873,133
3664,1363,1031,179
3665,1363,772,562
3666,1031,1363,562
3667,1916,1697,445
3668,1916,1031,1697
3669,4,1916,445
3670,1031,1916,179
3671,1916,4,1286
3672,179,1916,1286
3673,1785,771,4
3674,1785,4,793
3675,2089,1785,793
3676,1968,399,2041
3677,2137,399,1968
3678,399,1751,2041
3679,399,1322,1751
3680,539,2137,1968
3681,404,539,1968
3682,2137,539,138
3683,539,352,138
3684,352,539,1970
3685,539,404,1970
3686,1385,1652,239
3687,1652,1385,1257
3688,440,1257,1528
3689,1404,440,102
3690,440,1652,1257
3691,1652,440,1404
3692,440,1305,102
3693,440,1528,1305
3694,1705,1876,489
3695,586,1876,1640
3696,1876,586,489
3697,536,155,489
3698,155,1705,489
3699,155,179,1286
3700,1705,155,1286
3701,976,57,38
3702,57,1327,38
3703,1542,57,976
3704,1327,821,311
3705,821,143,311
3706,143,821,1211
3707,821,1327,1850
3708,740,2171,1172
3709,740,601,2171
3710,715,29,859
3711,601,715,859
3712,715,550,29
3713,1603,1806,899
3714,1806,817,899
3715,817,1806,623
3716,1806,1914,623
3717,1908,687,777
3718,1908,777,236
3719,281,1908,1132
3720,1908,281,687
3721,281,1072,1142
3722,687,281,1142
3723,1780,332,418
3724,1893,1780,418
3725,332,1780,1486
3726,1780,817,1486
3727,817,1780,200
3728,1780,1893,200
3729,751,46,291
3730,1782,46,346
3731,291,46,1782
3732,46,914,346
3733,46,512,914
3734,46,751,512
3735,2091,260,49
3736,260,2091,2033
3737,344,194,1557
3738,1022,194,1855
3739,194,1639,1855
3740,1639,194,344
3741,2004,1639,344
3742,2004,829,1922
3743,829,2004,344
3744,1639,2004,1044
3745,22,2004,1922
3746,2004,22,1044
3747,1085,2118,1252
3748,2118,2095,1252
3749,2095,2118,1039
3750,1039,2118,1903
3751,1903,681,109
3752,2118,681,1903
3753,681,2118,1085
3754,929,275,1398
3755,1419,275,929
3756,1398,275,2144
3757,275,1419,1507
3758,275,1105,2144
3759,1105,275,1507
3760,998,1638,1123
3761,1638,998,497
3762,297,1698,1549
3763,1866,297,1549
3764,297,1866,1135
3765,1698,1190,476
3766,1190,1638,476
3767,1638,1190,1123
3768,297,1190,1698
3769,1590,497,1772
3770,1590,1638,497
3771,1590,2092,476
3772,1638,1590,476
3773,2186,76,1157
3774,511,2186,1157
3775,2186,511,217
3776,2092,2186,217
3777,62,2189,1678
3778,895,62,1678
3779,1611,62,1319
3780,62,895,1319
3781,2189,2005,794
3782,2005,1431,794
3783,2005,1987,1666
3784,1431,2005,1666
3785,853,1611,1571
3786,853,1571,1987
3787,853,62,1611
3788,62,853,2189
3789,2005,853,1987
3790,853,2005,2189
3791,160,310,1351
3792,1351,310,110
3793,310,160,1678
3794,2189,310,1678
3795,110,310,794
3796,310,2189,794
3797,370,827,313
3798,827,370,935
3799,935,370,1347
3800,370,1451,1347
3801,370,313,735
3802,1451,370,735
3803,1217,935,17
3804,1217,827,935
3805,827,1217,1337
3806,1217,17,655
3807,1217,1080,1337
3808,1217,655,1080
3809,631,1517,1749
3810,1749,1517,1763
3811,1517,1421,1763
3812,1421,1517,305
3813,305,1429,1114
3814,1429,631,1069
3815,1517,1429,305
3816,1429,1517,631
3817,1687,1628,1371
3818,1628,1481,1371
3819,1481,1628,985
3820,1023,196,1797
3821,196,1023,985
3822,196,985,37
3823,1797,196,726
3824,196,591,726
3825,591,196,37
3826,81,1859,1802
3827,1859,2088,1802
3828,1884,1859,616
3829,1859,81,616
3830,964,738,1578
3831,2088,738,964
3832,1859,738,2088
3833,738,186,1578
3834,186,738,1884
3835,738,1859,1884
3836,1856,1293,40
3837,1369,1856,40
3838,1293,1856,289
3839,1856,1220,289
3840,1856,142,1220
3841,1856,1369,142
3842,1786,1714,1136
3843,1714,1786,626
3844,1491,1310,354
3845,1310,1491,759
3846,425,561,1671
3847,425,928,1552
3848,1094,425,1552
3849,561,425,1094
3850,425,1025,928
3851,1025,425,1671
3852,1127,1671,1452
3853,1127,1025,1671
3854,97,1844,814
3855,1844,97,209
3856,1844,286,1091
3857,286,1844,209
3858,1095,1149,1667
3859,68,1095,1746
3860,1095,68,1812
3861,1149,1095,1812
3862,2084,2127,814
3863,1728,2084,1091
3864,229,2084,1728
3865,2127,2084,229
3866,2084,1844,1091
3867,1844,2084,814
3868,348,865,1667
3869,1095,865,1746
3870,865,1095,1667
3871,865,348,819
3872,380,865,819
3873,865,380,1746
3874,782,729,1891
3875,729,1049,1891
3876,729,302,1049
3877,1574,1195,203
3878,1195,1574,1226
3879,1226,1574,321
3880,1574,1153,321
3881,1466,1574,203
3882,1574,1466,1153
3883,1226,1514,875
3884,1005,1514,1226
3885,2190,1716,1735
3886,1716,2190,627
3887,1716,213,1735
3888,1716,1765,213
3889,1704,1658,2173
3890,1405,1192,538
3891,690,1889,1459
3892,624,690,1459
3893,690,624,1136
3894,1714,690,1136
3895,1889,690,1839
3896,690,1714,1839
3897,2127,2122,1715
3898,1399,2122,2127
3899,2122,348,1715
3900,2122,1399,1690
3901,893,2122,1690
3902,348,2122,893
3903,1890,2165,1268
3904,1268,2165,108
3905,2165,1331,108
3906,937,531,71
3907,531,937,1685
3908,71,531,737
3909,531,1685,214
3910,737,531,2170
3911,531,214,2170
3912,1189,1965,1438
3913,1491,1189,1438
3914,59,1189,1272
3915,1189,59,1965
3916,1272,1189,354
3917,1189,1491,354
3918,2110,556,2178
3919,1965,2110,1438
3920,2110,894,556
3921,894,2110,1965
3922,2110,1364,1438
3923,1364,2110,2178
3924,1895,603,1074
3925,2180,1895,663
3926,1895,2180,416
3927,603,1895,416
3928,1895,1570,663
3929,1570,1895,1074
3930,1265,1356,1862
3931,1356,1265,1641
3932,1471,58,1516
3933,2133,58,1641
3934,58,1356,1641
3935,1356,58,1471
3936,762,774,2156
3937,762,1471,774
3938,35,762,2156
3939,504,1633,1593
3940,184,1633,1307
3941,1633,184,580
3942,1593,1633,580
3943,480,504,400
3944,482,480,400
3945,480,482,1131
3946,480,1131,1307
3947,1633,480,1307
3948,480,1633,504
3949,1560,59,1272
3950,1560,920,1516
3951,920,1560,1272
3952,59,1560,2133
3953,58,1560,1516
3954,1560,58,2133
3955,679,1894,306
3956,2094,679,306
3957,1894,679,984
3958,679,2094,506
3959,984,679,1230
3960,679,506,1230
3961,1670,927,1734
3962,255,927,910
3963,927,1461,1734
3964,927,255,1461
3965,170,1670,1099
3966,1204,170,1703
3967,1703,170,1038
3968,170,1099,1038
3969,1152,36,1996
3970,85,265,2153
3971,265,650,411
3972,650,265,1960
3973,265,85,1960
3974,265,411,1821
3975,2153,265,1821
3976,645,30,345
3977,1466,30,645
3978,599,30,203
3979,30,1466,203
3980,357,1981,674
3981,674,1981,140
3982,1016,1981,749
3983,1981,357,749
3984,140,1981,1973
3985,1981,1016,1973
3986,1623,602,1573
3987,1336,602,1623
3988,602,1336,705
3989,698,2166,7
3990,698,157,2166
3991,66,698,7
3992,2166,1994,354
3993,157,1994,2166
3994,1994,1272,354
3995,1994,920,1272
3996,284,1336,1387
3997,1642,284,1387
3998,554,284,1642
3999,1792,1773,773
4000,391,1792,20
4001,2135,284,554
4002,312,1139,1069
4003,1139,932,1114
4004,1429,1139,1114
4005,1139,1429,1069
4006,197,1208,1501
4007,1778,1208,197
4008,1208,1778,465
4009,1921,323,705
4010,1270,2169,246
4011,1001,2169,1270
4012,246,2169,321
4013,2169,1001,410
4014,2169,1005,321
4015,2169,410,1005
4016,1054,125,696
4017,1730,1054,259
4018,1054,849,259
4019,1054,696,849
4020,1675,1143,1388
4021,125,1143,1675
4022,1388,1143,1456
4023,1456,1143,1730
4024,1143,1054,1730
4025,1054,1143,125
4026,1881,263,498
4027,263,1881,2024
4028,2024,1881,632
4029,1881,1273,632
4030,916,375,92
4031,635,53,1824
